8.791504,123.309570,109.413086,19.113852,64.936179,67.501561,1.000000,0.002527,0.009856,0.000000,0.003033,0.008845,0.006823,0.002022,0.926004,0.078224,0.401691,0.636364,1.000000,0.837209,0.238901,0.000000
18.989014,156.793457,159.809326,18.505281,70.450752,86.250951,1.000000,0.004066,0.009657,-0.000000,0.000508,0.011182,0.004828,0.000508,0.786855,0.000000,0.006573,0.039437,0.313615,0.914554,0.769953,1.000000
27.981934,69.173584,118.849365,57.545194,55.810867,72.905316,1.000000,0.000000,0.008039,0.000574,0.001723,0.007178,0.010623,0.145564,0.951195,0.000000,0.115538,0.462151,0.970120,1.000000,0.370518,0.042829
21.615479,128.649414,165.776611,19.980871,61.783752,80.196649,1.000000,0.678420,0.013169,0.000000,0.004248,0.028887,0.008921,0.002974,0.637500,-0.000000,0.008654,0.036538,0.362500,0.819231,0.958654,1.000000
16.347900,100.531250,160.092529,20.695035,55.886761,85.509365,1.000000,0.076902,0.006272,0.000000,0.003272,0.020998,0.001909,0.003272,0.461440,0.000000,0.008286,0.101976,0.414914,0.274697,0.231995,1.000000
23.235352,130.562988,138.969238,19.168921,62.854183,79.942161,0.581433,1.000000,0.014406,0.000000,0.001200,0.029212,0.005602,0.000800,0.743102,0.000000,0.280685,0.366318,0.154139,1.000000,0.905804,0.294957
16.146240,145.085449,176.135742,31.831685,66.967733,92.662611,1.000000,0.001310,0.013096,0.000000,0.007334,0.021739,0.003929,0.023311,0.388190,-0.000000,0.004840,0.020329,0.050339,0.122459,0.330591,1.000000
15.244873,92.354004,136.547852,23.171635,66.887398,95.116036,1.000000,0.103774,0.009148,0.000572,0.008290,0.016295,-0.000000,0.000858,0.580123,-0.000000,0.253467,0.272727,0.073960,0.013097,0.025424,1.000000
10.638916,107.032471,144.817871,16.980450,58.042319,76.310078,1.000000,0.004269,0.005023,0.000000,0.002009,0.009543,0.002762,0.001005,0.534583,-0.000000,0.002586,0.011635,0.349709,1.000000,0.624434,0.088559
12.714355,108.356201,126.102783,21.449522,74.386897,93.329450,1.000000,0.001275,0.007904,0.000000,0.004844,0.021928,0.002040,0.002295,1.000000,-0.000000,0.018248,0.048175,0.195620,0.588321,0.821898,0.247445
14.167236,135.689453,158.049072,18.422295,67.205766,84.056455,1.000000,0.001517,0.007836,0.000000,0.003539,0.014408,0.002781,0.001264,0.749556,0.001776,0.000000,0.004440,0.203375,0.975133,1.000000,0.674956
16.923340,109.190430,135.975342,22.015386,57.581688,71.210578,1.000000,0.086654,0.015325,0.000000,0.006408,0.019504,0.005573,0.003344,0.614947,0.017872,0.030869,0.157595,1.000000,0.628757,0.805849,-0.000000
21.176514,133.351074,146.449707,45.018083,58.424019,79.229125,1.000000,0.003579,0.022026,0.000000,0.005782,0.018447,0.004956,0.070760,0.784810,0.000000,0.042194,0.364979,0.751055,1.000000,0.476793,0.808017
9.928467,132.769775,154.989746,17.637919,80.356718,91.027782,1.000000,0.000502,0.007030,0.000000,0.002009,0.007281,0.003013,0.002511,0.583963,0.002905,0.000000,0.012783,0.036026,0.277745,1.000000,0.434050
13.202637,75.408447,130.913086,17.611724,60.101480,79.167277,1.000000,0.007085,0.008350,0.000000,0.001518,0.009109,0.001518,0.002783,0.954348,0.000000,0.142391,0.438043,1.000000,0.905435,0.360870,0.538043
16.598633,122.185303,158.257324,19.111196,69.438717,90.158964,1.000000,0.072260,0.009743,0.000000,0.004060,0.013802,0.004871,0.001624,0.789015,0.002616,-0.000000,0.006103,0.178727,0.803836,0.693112,1.000000
14.272949,145.081543,157.570557,20.529673,65.361989,81.274908,1.000000,0.000255,0.009696,0.000000,0.004338,0.016076,0.003572,0.001021,0.444259,0.002230,-0.000000,0.001672,0.259197,0.352843,1.000000,0.196210
21.773193,137.419678,176.973389,17.930940,56.971505,81.588259,1.000000,0.339885,0.014910,0.000000,0.003050,0.020671,0.006100,0.000678,0.423053,0.001869,0.000000,0.010592,0.018692,0.344548,1.000000,0.733333
21.343018,132.664307,141.121094,44.790945,64.988249,82.007440,1.000000,-0.000000,0.008639,0.000270,0.000540,0.011609,0.000810,0.073164,0.748833,-0.000000,0.347339,0.091503,0.196078,0.929972,1.000000,0.338936
16.331299,129.849121,150.290283,33.757983,79.989802,105.899193,1.000000,0.002124,0.015928,0.000000,0.008760,0.028139,0.006637,0.023626,0.741061,-0.000000,-0.000000,0.017878,0.040946,0.125144,0.349481,1.000000
